uid,SeanceRef,SessionRef,dateSeance,dateSeanceJour,numSeanceJour,numSeance,typeAssemblee,legislature,session,nomFichierJo,presidentSeance,point_structure_complete,point_nb_niveaux,point_niveau_1,point_niveau_2,point_niveau_3,point_niveau_last,point_niveau_last_known,point_type,point_bibard,point_art,valeur_ptsodj,ordinal_prise,ordre_absolu_seance,id_acteur,id_mandat,code_grammaire,code_style,code_parole,id_syceron,roledebat,nom_orateur,qualite_orateur,id_orateur,stime,texte
CRSANR5L15S2019O1N100,,,20181210213000000,lundi 10 décembre 2018,2,100,AN,15,Session ordinaire 2018-2019,20180100,Présidence de Mme Annie Genevard,Article 1er(suite),2,Article 1er(suite),,,,Article 1er(suite),DISC_ARTICLES_3_1, (n[[o]] 1461), 1er,1,1,36,PA729330,-1,DISC_ARTICLES_1_30_1,NORMAL,AVIS_GVT_1_20,1565508,,Mme Nathalie Loiseau,ministre chargée des affaires européennes,729330.0,,"J’ai déjà expliqué pourquoi l’urgence et le caractère particulier d’une éventuelle sortie du Royaume-Uni sans accord exigeaient le passage par les ordonnances. Je tiens à préciser ce soir que, dans son intervention devant la chambre des Communes, Mme Theresa May a indiqué qu’elle accélérait la préparation de mesures nationales britanniques qui s’appliqueraient en cas d’absence d’accord. J’ajoute que le gouvernement néerlandais, au même moment que nous, est devant son Parlement pour demander l’autorisation de prendre des décrets en cas d’absence d’accord. J’émets donc un avis défavorable sur cet amendement de suppression."
CRSANR5L15S2019O1N101,,,20181211093000000,mardi 11 décembre 2018,1,101,AN,15,Session ordinaire 2018-2019,20180101,Présidence de M. Marc Le Fur,Méthanisation,1,Méthanisation,,,Méthanisation,Méthanisation,QOSD_1_1,,,1,4,146,PA605991,PM722660,CHGT_PRES_1_1,Info Italiques,,1559386,,,,,,"(À dix heures vingt, Mme Annie Genevard remplace M. Marc Le Fur au fauteuil de la présidence.)"
CRSANR5L15S2019O1N101,,,20181211093000000,mardi 11 décembre 2018,1,101,AN,15,Session ordinaire 2018-2019,20180101,Présidence de M. Marc Le Fur,Présence du loup en Isère,1,Présence du loup en Isère,,,Présence du loup en Isère,Présence du loup en Isère,QOSD_1_1,,,1,5,28,PA1874,PM722598,CHGT_PRES_1_1,Info Italiques,,1559543,,,,,,"(À dix heures trente-cinq, M. Marc Le Fur remplace Mme Annie Genevard au fauteuil de la présidence.)"
CRSANR5L15S2019O1N102,,,20181211150000000,mardi 11 décembre 2018,2,102,AN,15,Session ordinaire 2018-2019,20180102,Présidence de M. Richard Ferrand,Secteur routier > Suspension et reprise de la séance,2,Secteur routier,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,3,PA1874,PM722598,SUSP_SEAN_PRES_3,Info Italiques,,1560663,,,,,,"(La séance, suspendue à seize heures 
            trente
            , est reprise à seize heures 
            quarante
            , sous la présidence de M. Marc Le Fur.)"
CRSANR5L15S2019O1N103,,,20181211213000000,mardi 11 décembre 2018,3,103,AN,15,Session ordinaire 2018-2019,20180103,Présidence de Mme Carole Bureau-Bonnard,Article 1er,1,Article 1er,,,Article 1er,Article 1er,DISC_ARTICLES_2_4, (n[[o]] 1397), 1er,2,18,937,PA722202,PM723502,DISC_ARTICLES_1_30_1,NORMAL,PAROLE_1_2,1563743,,M. Sébastien Jumel,,722202.0,,"Je veux, moi aussi, au nom de mon groupe, réaffirmer notre émotion et notre solidarité avec les familles et appeler à la solidarité nationale, à l’unité nationale pour faire face à des événements comme ceux qui ont eu lieu ce soir à Strasbourg.Nous avons eu l’occasion de dire combien une justice sans juges, dématérialisée, désincarnée, pouvait limiter l’accès au droit. Nous continuons à voir dans cette restriction de l’accès au juge le principal défaut de votre texte. À coups de privatisations, de transferts de compétences à des officiers ministériels publics autres que les juges, il rend payants des actes jusqu’à présent gratuits, ce qui complique encore davantage l’accès au droit.Et j’apprends à présent, en lisant Le Monde, que le numéro d’appel mis à la disposition de nos concitoyens qui souhaiteraient s’informer des conséquences de l’attentat à Strasbourg est payant ! Six centimes d’euro la minute ! Nos concitoyens qui voudraient s’informer de l’évolution de la situation doivent payer le service ! C’est très révélateur."
CRSANR5L15S2019O1N104,,,20181212150000000,mercredi 12 décembre 2018,1,104,AN,15,Session ordinaire 2018-2019,20180104,Présidence de M. Richard Ferrand,Projet de loi sur l’éducation > Suspension et reprise de la séance,2,Projet de loi sur l’éducation,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,2,9,3,PA720622,PM723018,SUSP_SEAN_PRES_3,Info Italiques,,1563906,,,,,,"(La séance, suspendue à seize heures quinze, est reprise à seize heures vingt-cinq, sous la présidence de Mme Carole Bureau-Bonnard.)"
CRSANR5L15S2019O1N110,RUANR5L15S2019IDS21432,SCR5A2019O1,20181218150000000,mardi 18 décembre 2018,2,110,AN,15,Session ordinaire 2018-2019,20180110,Présidence de M. Richard Ferrand,Efficacité énergétique > Suspension et reprise de la séance,2,Efficacité énergétique,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,3,PA721824,PM723394,SUSP_SEAN_PRES_3,Info Italiques,,1569688,,,,,,"(La séance, suspendue à seize heures quinze, est reprise à seize heures vingt-cinq, sous la présidence de M. Hugues Renson.)"
CRSANR5L15S2019O1N110,RUANR5L15S2019IDS21432,SCR5A2019O1,20181218150000000,mardi 18 décembre 2018,2,110,AN,15,Session ordinaire 2018-2019,20180110,Présidence de M. Richard Ferrand,Article 2,1,Article 2,,,Article 2,Article 2,DISC_ARTICLES_2_4,, 2,3,15,779,PA720622,PM723018,CHGT_PRES_1_1,Info Italiques,,1571819,,,,,,"(À dix-sept heures cinquante-cinq, Mme Carole Bureau-Bonnard remplace M. Hugues Renson au fauteuil de la présidence.)"
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 10,1,Article 10,,,Article 10,Article 10,ART_SORT_DIRECT_1_10,,,1,3,190,PA606171,PM722632,ART_SORT_DIRECT_2_1,NORMAL,,1576047,president,M. le président,,606171.0,,Le Sénat a supprimé l’article 10.
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 10,1,Article 10,,,Article 10,Article 10,ART_SORT_DIRECT_1_10,,,1,3,194,PA606171,PM722632,ART_SORT_DIRECT_2_1,NORMAL,,1576378,president,M. le président,,606171.0,,Le Sénat a supprimé l’article 10.
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 55 septdecies,1,Article 55 septdecies,,,Article 55 septdecies,Article 55 septdecies,ART_SORT_DIRECT_1_10,,,1,24,1786,PA606171,PM722632,ART_SORT_DIRECT_2_1,NORMAL,,1576380,president,M. le président,,606171.0,,Le Sénat a supprimé l’article 55 septdecies.
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 58 ter,1,Article 58 ter,,,Article 58 ter,Article 58 ter,ART_SORT_DIRECT_1_10,,,1,25,2011,PA606171,PM722632,ART_SORT_DIRECT_2_1,NORMAL,,1576389,president,M. le président,,606171.0,,Le Sénat a supprimé l’article 58 ter.
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 58 quinquies,2,Article 58 quinquies,,,,Article 58 quinquies,DISC_ARTICLES_3_1,, 58 quinquies,1,25,2013,PA606171,PM722632,DISC_ARTICLES_3_1,NORMAL,,1576386,president,M. le président,,606171.0,,"La parole est à M. le rapporteur général, pour soutenir l’amendement no 962 qui fait l’objet de trois sous-amendements nos 1289, 1346 et 1335."
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 60,3,Article 60,,,,Article 60,DISC_ARTICLES_4_50,, 60,1,26,2096,PA607846,-1,DISC_ARTICLES_1_30_1,NORMAL,PAROLE_1_2,1576040,,M. Gérald Darmanin,ministre,607846.0,,"Oui, monsieur le président, défendu."
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 60,3,Article 60,,,,Article 60,DISC_ARTICLES_4_50,, 60,1,26,2097,PA606171,PM722632,DISC_ARTICLES_4_50,NORMAL,,1572394,president,M. le président,,606171.0,,"La parole est à M. Loïc Prud’homme, pour soutenir le sous-amendement no 1306."
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 60,3,Article 60,,,,Article 60,DISC_ARTICLES_4_50,, 60,1,27,2137,PA719578,PM722702,INTERRUPTION_1_10,NORMAL,,1576041,,M. Loïc Prud’homme,,719578.0,,Monsieur le président !
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 81,2,Article 81,,,,Article 81,DISC_ARTICLES_3_1,, 81,1,32,2553,PA405480,PM723118,INTERRUPTION_1_10,NORMAL,,1575717,,M. François Pupponi,,405480.0,,Je veux bien payer le timbre !
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 81,2,Article 81,,,,Article 81,DISC_ARTICLES_3_1,, 81,1,32,2554,PA607846,-1,DISC_ARTICLES_1_30_1,NORMAL,AVIS_GVT_1_20,1575716,,M. Gérald Darmanin,ministre,607846.0,,"Je prends l’engagement de le faire d’ici à la lecture définitive, jeudi.S’agissant de l’amendement, l’avis du Gouvernement est défavorable. (Sourires.)"
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 81 ter,2,Article 81 ter,,,,Article 81 ter,DISC_ARTICLES_3_1,, 81 ter,1,33,2584,PA405480,PM723118,INTERRUPTION_1_10,NORMAL,,1575719,,M. François Pupponi,,405480.0,,Bien !
CRSANR5L15S2019O1N111,,,20181218213000000,mardi 18 décembre 2018,3,111,AN,15,Session ordinaire 2018-2019,20180111,Présidence de M. Richard Ferrand,Article 81 ter,2,Article 81 ter,,,,Article 81 ter,DISC_ARTICLES_3_1,, 81 ter,1,33,2585,PA608172,PM723048,DISC_ARTICLES_3_4_1,NORMAL,,1575718,,Mme Christine Pires Beaune,,608172.0,,"…deux départements qui d’habitude émargent, sauf erreur, au fonds de péréquation."
CRSANR5L15S2019O1N112,,,20181219150000000,mercredi 19 décembre 2018,Unique,112,AN,15,Session ordinaire 2018-2019,20180112,Présidence de M. Richard Ferrand,Reste à charge zéro > Suspension et reprise de la séance,2,Reste à charge zéro,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,3,PA720622,PM723018,SUSP_SEAN_PRES_3,Info Italiques,,1575211,,,,,,"(La séance, suspendue à seize heures dix, est reprise à seize heures vingt-cinq, sous la présidence de Mme Carole Bureau-Bonnard.)"
CRSANR5L15S2019O1N117,,,20190115150000000,mardi 15 janvier 2019,2,117,AN,15,Session ordinaire 2018-2019,20190117,Présidence de M. Richard Ferrand,Lutte contre le gaspillage,1,Lutte contre le gaspillage,,,Lutte contre le gaspillage,Lutte contre le gaspillage,QG_1_1,,,1,8,313,PA606171,PM722632,QG_1_50,NORMAL,,1590382,president,M. le président,,606171.0,,Nous avons terminé les questions au Gouvernement.
CRSANR5L15S2019O1N117,,,20190115150000000,mardi 15 janvier 2019,2,117,AN,15,Session ordinaire 2018-2019,20190117,Présidence de M. Richard Ferrand,Élection d’un vice-président de l’Assemblée nationale > Suspension et reprise de la séance,2,Élection d’un vice-président de l’Assemblée nationale,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,2,10,3,PA721824,PM723394,SUSP_SEAN_PRES_3,Info Italiques,,1581609,,,,,,"(La séance, suspendue à seize heures vingt, est reprise à seize heures quarante, sous la présidence de M. Hugues Renson.)"
CRSANR5L15S2019O1N119,,,20190116150000000,mercredi 16 janvier 2019,1,119,AN,15,Session ordinaire 2018-2019,20190119,Présidence de M. Richard Ferrand,Crise des céréaliers en Provence-Alpes-Côte d’Azur > Suspension et reprise de la séance,2,Crise des céréaliers en Provence-Alpes-Côte d’Azur,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,3,PA1874,PM722598,SUSP_SEAN_PRES_3,Info Italiques,,1583711,,,,,,"(La séance, suspendue à seize heures d
            ix
            , est reprise à seize heures t
            rente
            , sous la présidence de M. Marc Le Fur.)"
CRSANR5L15S2019O1N120,,,20190116213000000,mercredi 16 janvier 2019,2,120,AN,15,Session ordinaire 2018-2019,20190120,Présidence de M. Hugues Renson,Article 3 (suite),2,Article 3 (suite),,,,Article 3 (suite),DISC_ARTICLES_3_1, (n[[o]] 1548), 3,1,3,80,PA720746,PM723064,CHGT_PRES_1_1,Info Italiques,,1584562,,,,,,"(À vingt-deux heures dix, M. Sylvain Waserman remplace M. Hugues Renson au fauteuil de la présidence.)"
CRSANR5L15S2019O1N121,,,20190117093000000,jeudi 17 janvier 2019,1,121,AN,15,Session ordinaire 2018-2019,20190121,Présidence de Mme Carole Bureau-Bonnard,Article 7,2,Article 7,,,,Article 7,DISC_ARTICLES_3_9_1, (n[[o]] 1548), 7,1,7,296,PA721824,PM723394,CHGT_PRES_1_1,Info Italiques,,1586327,,,,,,"(À onze heures cinq, M. Hugues Renson remplace Mme Carole Bureau-Bonnard au fauteuil de la présidence.)"
CRSANR5L15S2019O1N123,,,20190117213000000,jeudi 17 janvier 2019,3,123,AN,15,Session ordinaire 2018-2019,20190123,Présidence de Mme Carole Bureau-Bonnard,Article 50 bis,1,Article 50 bis,,,Article 50 bis,Article 50 bis,ART_SORT_DIRECT_1_10,,,1,10,649,PA720622,PM723018,ART_SORT_DIRECT_2_1,NORMAL,,1589574,president,Mme la présidente,,720622.0,,La commission a supprimé l’article 50 bis.
CRSANR5L15S2019O1N124,,,20190123150000000,mercredi 23 janvier 2019,1,124,AN,15,Session ordinaire 2018-2019,20190124,Présidence de M. Richard Ferrand,Vote sur l’ensemble du projet de loi organique > Suspension et reprise de la séance,2,Vote sur l’ensemble du projet de loi organique,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,2,13,3,PA720622,PM723018,SUSP_SEAN_PRES_3,Info Italiques,,1590665,,,,,,"(La séance, suspendue à dix-sept heures dix, est reprise à dix-sept heures vingt, sous la présidence de Mme Carole Bureau-Bonnard.)"
CRSANR5L15S2019O1N124,,,20190123150000000,mercredi 23 janvier 2019,1,124,AN,15,Session ordinaire 2018-2019,20190124,Présidence de M. Richard Ferrand,Présentation commune,1,Présentation commune,,,Présentation commune,Présentation commune,PRESENTATION_1_0,,,4,15,4,PA609520,PM723508,PRESENTATION_2_1,NORMAL,PAROLE_1_2,1590943,,Mme Barbara Pompili,rapporteure,609520.0,,"Nous avons réaffirmé le caractère territorial de l’établissement et tenu à mentionner les agences régionales de la biodiversité afin de ne pas remettre en question, et même d’encourager les dynamiques initiées sur nos territoires. Cet objectif était partagé par tous au sein de la commission.La place des outre-mer dans l’Office a été consolidée, conformément à un souhait exprimé, là encore, sur l’ensemble de nos bancs. Nous y reviendrons, je pense, au cours de nos débats."
CRSANR5L15S2019O1N124,,,20190123150000000,mercredi 23 janvier 2019,1,124,AN,15,Session ordinaire 2018-2019,20190124,Présidence de M. Richard Ferrand,Motion de renvoi en commission,1,Motion de renvoi en commission,,,Motion de renvoi en commission,Motion de renvoi en commission,MOTION_RV_COM_1_1,,,4,17,7,PA267585,PM722978,CHGT_PRES_1_1,Info Italiques,,1591245,,,,,,"(À dix-huit heures vingt, M. Francis Vercamer remplace Mme Carole Bureau-Bonnard au fauteuil de la présidence.)"
CRSANR5L15S2019O1N129,,,20190129150000000,mardi 29 janvier 2019,2,129,AN,15,Session ordinaire 2018-2019,20190129,Présidence de M. Richard Ferrand,Peste porcine > Suspension et reprise de la séance,2,Peste porcine,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,3,PA267585,PM722978,SUSP_SEAN_PRES_3,Info Italiques,,1595532,,,,,,"(La séance, suspendue à seize heures cinq, est reprise à seize heures vingt, sous la présidence de M. Francis Vercamer.)"
CRSANR5L15S2019O1N131,,,20190130150000000,mercredi 30 janvier 2019,1,131,AN,15,Session ordinaire 2018-2019,20190131,Présidence de M. Richard Ferrand,Coût des agences de l’État > Suspension et reprise de la séance,2,Coût des agences de l’État,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,341,PA721824,PM723394,SUSP_SEAN_PRES_3,Info Italiques,,1598169,,,,,,"(La séance, suspendue à seize heures quinze, est reprise à seize heures trente, sous la présidence de M. Hugues Renson.)"
CRSANR5L15S2019O1N134,,,20190131150000000,jeudi 31 janvier 2019,2,134,AN,15,Session ordinaire 2018-2019,20190134,Présidence de Mme Annie Genevard,Discussion générale,1,Discussion générale,,,Discussion générale,Discussion générale,DISC_GENERALE_1, (n[[o]] 1612),,2,16,12,PA267585,PM722978,CHGT_PRES_1_1,Info Italiques,,1602240,,,,,,"(À dix-huit heures cinquante, M. Francis Vercamer remplace Mme Annie Genevard au fauteuil de la présidence.)"
CRSANR5L15S2019O1N137,,,20190205150000000,mardi 05 février 2019,1,137,AN,15,Session ordinaire 2018-2019,20190137,Présidence de M. Richard Ferrand,Vote sur l’ensemble > Suspension et reprise de la séance,2,Vote sur l’ensemble,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,5,12,3,PA720622,PM723018,SUSP_SEAN_PRES_3,Info Italiques,,1605450,,,,,,"(La séance, suspendue à dix-sept heures, est reprise à dix-sept heures 
            dix
            , sous la présidence de Mme Carole Bureau-Bonnard.)"
CRSANR5L15S2019O1N139,,,20190206150000000,mercredi 06 février 2019,1,139,AN,15,Session ordinaire 2018-2019,20190139,Présidence de M. Richard Ferrand,Dépôt du rapport annuel de la Cour des comptes > Suspension et reprise de la séance,2,Dépôt du rapport annuel de la Cour des comptes,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,2,12,32,PA605991,PM722660,SUSP_SEAN_PRES_3,Info Italiques,,1607710,,,,,,"(La séance, suspendue à dix-sept heures dix, est reprise à dix-sept heures quinze, sous la présidence de Mme Annie Genevard.)"
CRSANR5L15S2019O1N144,,,20190212150000000,mardi 12 février 2019,1,144,AN,15,Session ordinaire 2018-2019,20190144,Présidence de M. Richard Ferrand,Indemnisation des victimes du chlordécone > Suspension et reprise de la séance,2,Indemnisation des victimes du chlordécone,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,2,9,3,PA1874,PM722598,SUSP_SEAN_PRES_3,Info Italiques,,1612106,,,,,,"(La séance, suspendue à seize heures vingt-cinq, est reprise à seize heures quarante, sous la présidence de M. Marc Le Fur.)"
CRSANR5L15S2019O1N146,,,20190213150000000,mercredi 13 février 2019,1,146,AN,15,Session ordinaire 2018-2019,20190146,Présidence de M. Richard Ferrand,Aides européennes à la ruralité,1,Aides européennes à la ruralité,,,Aides européennes à la ruralité,Aides européennes à la ruralité,QG_1_1,,,1,9,344,PA606171,PM722632,QG_1_50,NORMAL,,1631299,president,M. le président,,606171.0,,Nous avons terminé les questions au Gouvernement.
CRSANR5L15S2019O1N146,,,20190213150000000,mercredi 13 février 2019,1,146,AN,15,Session ordinaire 2018-2019,20190146,Présidence de M. Richard Ferrand,Aides européennes à la ruralité > Suspension et reprise de la séance,2,Aides européennes à la ruralité,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,1,9,347,PA720746,PM723064,SUSP_SEAN_PRES_3,Info Italiques,,1614477,,,,,,"(La séance, suspendue à seize heures dix, est reprise à seize heures vingt, sous la présidence de M. Sylvain Waserman.)"
CRSANR5L15S2019O1N148,,,20190214093000000,jeudi 14 février 2019,1,148,AN,15,Session ordinaire 2018-2019,20190148,Présidence de M. Sylvain Waserman,Motion de rejet préalable,1,Motion de rejet préalable,,,Motion de rejet préalable,Motion de rejet préalable,MOTION_RP_1_1,,,3,3,123,PA721824,PM723394,CHGT_PRES_1_1,Info Italiques,,1616914,,,,,,"(À dix heures dix, M. Hugues Renson remplace M. Sylvain Waserman au fauteuil de la présidence.)"
CRSANR5L15S2019O1N148,,,20190214093000000,jeudi 14 février 2019,1,148,AN,15,Session ordinaire 2018-2019,20190148,Présidence de M. Sylvain Waserman,Discussion générale,1,Discussion générale,,,Discussion générale,Discussion générale,DISC_GENERALE_1,,,3,7,266,PA720746,PM723064,CHGT_PRES_1_1,Info Italiques,,1617365,,,,,,"(À onze heures cinq, M. Sylvain Waserman remplace M. Hugues Renson au fauteuil de la présidence.)"
CRSANR5L15S2019O1N150,,,20190214220000000,jeudi 14 février 2019,3,150,AN,15,Session ordinaire 2018-2019,20190150,Présidence de M. Marc Le Fur,Article 6,1,Article 6,,,Article 6,Article 6,DISC_ARTICLES_2_4, (n[[o]] 1629), 6,1,12,555,PA605991,PM722660,CHGT_PRES_1_1,Info Italiques,,1620022,,,,,,"(À zéro heure cinquante, Mme Annie Genevard remplace M. Marc Le Fur au fauteuil de la présidence.)"
CRSANR5L15S2019O1N151,,,20190215093000000,vendredi 15 février 2019,1,151,AN,15,Session ordinaire 2018-2019,20190151,Présidence de M. Hugues Renson,Rappel au règlement,1,Rappel au règlement,,,Rappel au règlement,Rappel au règlement,RAP_REGLEMENT_1_1,,,1,11,544,PA721824,PM723394,RAP_REGLEMENT_2_30,NORMAL,PAROLE_1_1,1620160,,M. le président,,721824.0,,La parole est à M. le ministre.
CRSANR5L15S2019O1N152,,,20190215150000000,vendredi 15 février 2019,2,152,AN,15,Session ordinaire 2018-2019,20190152,Présidence de M. Marc Le Fur,Article 12 bis,3,Article 12 bis,,,,Article 12 bis,DISC_ARTICLES_4_50, (n[[o]] 1629), 12 bis,1,19,1097,PA717157,-1,DISC_ARTICLES_1_30_1,NORMAL,AVIS_GVT_1_20,1622065,,M. Jean-Michel Blanquer,ministre,717157.0,,"Je félicite les deux députés pour ce travail très intéressant, qui permet de souligner l’importance de la question. Hier, lorsque nous avons parlé des élèves en situation de handicap, j’ai eu l’occasion de développer quelque peu une analyse sur le problème de la personnalisation des parcours. De manière générale, le système peut accueillir les élèves en situation de handicap, à haut potentiel et d’autres encore dont les besoins sont spécifiques, grâce à une telle personnalisation. Cet ajout me paraît bienvenu : même avis favorable."
CRSANR5L15S2019O1N157,,,20190219150000000,mardi 19 février 2019,2,157,AN,15,Session ordinaire 2018-2019,20190157,Présidence de M. Richard Ferrand,Explications de vote,1,Explications de vote,,,Explications de vote,Explications de vote,DISC_ARTICLES_1_2,,,3,9,375,PA719044,PM722542,EXPL_VOTE_2_30,NORMAL,PAROLE_1_2,1627315,,Mme Nadia Essayan,,719044.0,,"Nous voici arrivés au bout de la première étape du parcours législatif du projet de loi pour une école de la confiance. Nos débats en commission et en séance ont été longs et fructueux. Ils ont porté, au fil des 1 500 amendements examinés, sur des sujets divers, parfois éloignés du texte, mais qui témoignent de ce que l’école demeure encore et toujours, dans notre pays, dans notre République, un enjeu qui passionne sur tous les bancs de cet hémicycle. On ne peut pas traiter ce sujet à la légère, tant il revêt une importance particulière pour les Français, dans leur vie quotidienne comme pour leur devenir. Cela a été rappelé à maintes reprises tout au long de nos échanges : nous chérissons et devons prendre soin de notre école, condition presque unique pour que se réalise la promesse républicaine et s’épanouisse notre devise – liberté, égalité, fraternité.L’affirmer n’est pas se payer de mots mais constater que bien des maux dont souffre notre société peuvent être dépassés si nous sommes capables d’investir dans notre école et de valoriser l’apprentissage, la connaissance et l’effort. Telle est l’action que nous menons avec détermination depuis le début du quinquennat pour enrayer la spirale du déclassement et lutter contre le déterminisme social en consacrant des moyens aux plus défavorisés de notre société.Je ne reviendrai pas sur l’ensemble des mesures adoptées depuis vingt mois, dont vous êtes l’initiateur, monsieur le ministre, si ce n’est pour rappeler que le projet de loi s’inscrit bel et bien dans le sillon que vous tracez depuis le début de notre mandat.La mesure la plus importante contient en elle seule toute une symbolique qui parle à nos concitoyens. Elle est simple, nette et efficace : il s’agit de l’instruction obligatoire à 3 ans. Bien sûr, elle crée des problèmes pratiques, que nous avons signalés. Elle pose aussi la question des moyens, notamment ceux à la disposition des communes, mais il s’agit avant tout d’une mesure républicaine d’égalité des chances. Nous nous accordons tous pour dire que, plus un enfant commence à apprendre tôt, plus grandes seront ses chances de réussir dans l’avenir. Par cette mesure et par l’amendement du Gouvernement voté en séance qui prévoit une obligation de formation entre 16 et 18 ans, nous voyons bien l’effort consenti par la nation pour donner à nos enfants et à nos jeunes la capacité de devenir des hommes et des femmes maîtres de leur destinée.Le texte comporte en outre des dispositions qui portent sur le principe d’égalité républicaine. Je pense notamment à l’article 7, qui crée un rectorat de plein exercice à Mayotte, département de la République qui a besoin d’un soutien particulier de la communauté nationale. D’autres visent à faire progresser le système éducatif dans son ensemble, comme la réforme de la formation des enseignants, dont nous connaissons tous l’importance cruciale, la création d’un Conseil d’évaluation de l’école ou encore le recours plus poussé à l’expérimentation. Nous soutenons ces dispositions, car elles nous semblent gage d’efficacité, comme l’est aussi la mesure relative à l’école des savoirs fondamentaux. De même, nous sommes heureux de voir progresser la médecine scolaire pour les enfants, mais aussi pour les enseignants.Nous avons exprimé nos réserves sur le redécoupage des rectorats, mais vos réponses nous ont rassurés quant à votre engagement à ce que la nécessaire rationalisation ne s’effectue pas au détriment de la demande de proximité, qui nous paraît essentielle.Nous resterons aussi attentifs à ce que les établissements publics d’enseignement international bénéficient à tous, en s’implantant partout sur tout le territoire, ce qui permettra une montée en gamme de l’ensemble des établissements.Enfin, malgré les quelques avancées obtenues en séance sur ce point, nous redisons ici notre inquiétude devant l’inégalité de traitement des communes qui pourrait résulter du dispositif de compensation prévu dans le texte. Nous espérons que le processus législatif permettra de rectifier le tir. (Applaudissements sur les bancs du groupe MODEM et sur quelques bancs du groupe LaREM.)"
CRSANR5L15S2019O1N157,,,20190219150000000,mardi 19 février 2019,2,157,AN,15,Session ordinaire 2018-2019,20190157,Présidence de M. Richard Ferrand,Vote sur l’ensemble > Suspension et reprise de la séance,2,Vote sur l’ensemble,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,3,12,3,PA605991,PM722660,SUSP_SEAN_PRES_3,Info Italiques,,1626686,,,,,,"(La séance, suspendue à dix-sept heures quinze, est reprise à dix-sept heures vingt-cinq, sous la présidence de Mme Annie Genevard.)"
