uid,SeanceRef,SessionRef,dateSeance,dateSeanceJour,numSeanceJour,numSeance,typeAssemblee,legislature,session,nomFichierJo,presidentSeance,point_structure_complete,point_nb_niveaux,point_niveau_1,point_niveau_2,point_niveau_3,point_niveau_last,point_niveau_last_known,point_type,point_bibard,point_art,valeur_ptsodj,ordinal_prise,ordre_absolu_seance,id_acteur,id_mandat,code_grammaire,code_style,code_parole,id_syceron,roledebat,nom_orateur,qualite_orateur,id_orateur,stime,texte
CRSANR5L15S2021O1N009,,,20201006213000000,mardi 06 octobre 2020,2,9,AN,15,session ordinaire 2020-2021,20200009,Présidence de M. Marc Le Fur,Discussion générale,1,Discussion générale,,,Discussion générale,Discussion générale,DISC_GENERALE_1,,,1,5,196,PA689,PM723090,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2214587,,Mme Marie-George Buffet,,689.0,,"Le musée du Quai Branly-Jacques Chirac et le musée de l’Armée ont réalisé un extraordinaire travail de conservation et d’étude de ces objets ; je salue leur apport précieux. Les connaissances et les expertises acquises seront indispensables à la République du Sénégal et à la République du Bénin pour conserver et exposer ces biens. Ces restitutions peuvent nous permettre d’aller plus loin dans la collaboration, en transmettant nos compétences en matière de muséographie et de conservation. Sans cet échange de savoirs, ces restitutions ne seraient pas complètes. Portons loin notre ambition de musée universel, que vous avez évoquée, monsieur le ministre délégué. Toutefois, on peut s’inquiéter pour le nouveau musée d’Abomey, qui peine à sortir de terre. Ce projet, soutenu par l’Agence française de développement et répondant aux normes de conservation internationales, est important pour les Béninois. Il s’inscrit dans un programme plus large, intitulé « Bénin révélé », qui vise à élargir le rayonnement des atouts touristiques du pays. Il doit donc rapidement aboutir."
CRSANR5L15S2021O1N009,,,20201006213000000,mardi 06 octobre 2020,2,9,AN,15,session ordinaire 2020-2021,20200009,Présidence de M. Marc Le Fur,Discussion générale,1,Discussion générale,,,Discussion générale,Discussion générale,DISC_GENERALE_1,,,1,5,197,PA689,PM723090,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2214588,,Mme Marie-George Buffet,,689.0,,"La visibilité des œuvres et biens culturels doit être assurée, que ce soit sur le continent africain ou sur les autres continents, dans le cadre d’expositions temporaires et d’échanges entre les musées internationaux. La protection et l’exposition des œuvres à toutes et tous sont des conditions importantes à la remise de ces biens. En effet, le trésor de Béhanzin et le sabre et le fourreau d’El Hadj Omar Tall ont un caractère universel ; ils appartiennent au patrimoine mondial de l’Humanité. C’est d’ailleurs parce que ces biens conservent toute leur portée historique qu’ils ne peuvent être déclassés des collections françaises et que nous devons aujourd’hui voter un projet de loi de circonstance, dérogeant au principe d’inaliénabilité."
CRSANR5L15S2021O1N009,,,20201006213000000,mardi 06 octobre 2020,2,9,AN,15,session ordinaire 2020-2021,20200009,Présidence de M. Marc Le Fur,Discussion générale,1,Discussion générale,,,Discussion générale,Discussion générale,DISC_GENERALE_1,,,1,5,201,PA722030,PM723454,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2214592,,M. Pierre-Yves Bournazel,,722030.0,,"Ce texte concrétise un engagement fort du Président de la République, formulé au Burkina-Faso en novembre 2017, devant les étudiants de l’université de Ouagadougou : restituer des œuvres culturelles appartenant au patrimoine de l’Afrique. Il s’inscrit dans le cadre d’une refondation des relations avec nos partenaires africains. Aujourd’hui, 90 % du patrimoine africain se situe hors de son continent. Il convient donc d’offrir à la jeunesse africaine un accès à son propre patrimoine."
CRSANR5L15S2021O1N009,,,20201006213000000,mardi 06 octobre 2020,2,9,AN,15,session ordinaire 2020-2021,20200009,Présidence de M. Marc Le Fur,Discussion générale,1,Discussion générale,,,Discussion générale,Discussion générale,DISC_GENERALE_1,,,1,5,202,PA722030,PM723454,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2214593,,M. Pierre-Yves Bournazel,,722030.0,,"Le nouveau partenariat vise à mettre le droit en conformité avec une politique de restitution réfléchie. Dans cette perspective, le projet de loi tend à autoriser une dérogation limitée au principe essentiel d’inaliénabilité, applicable aux collections publiques françaises, afin de laisser sortir ces objets des collections nationales dans le cadre d’un transfert de propriété."
CRSANR5L15S2021O1N012,,,20201008150000000,jeudi 08 octobre 2020,2,12,AN,15,session ordinaire 2020-2021,20200012,Présidence de Mme Annie Genevard,Article 1er ter (suite),2,Article 1er ter (suite),,,,Article 1er ter (suite),DISC_ARTICLES_3_1, (n[[o]] 3383), 1er ter,1,6,264,PA605991,PM722660,PAROLE_GENERIQUE,NORMAL,AVIS_COM_1_10,2218748,,Mme la présidente,,605991.0,,Quel est l’avis de la commission sur ces amendements de suppression ?
CRSANR5L15S2021O1N013,,,20201008220000000,jeudi 08 octobre 2020,3,13,AN,15,session ordinaire 2020-2021,20200013,Présidence de Mme Annie Genevard,Article 1er,1,Article 1er,,,Article 1er,Article 1er,DISC_ARTICLES_2_4, (n[[o]] 3393), 1er,1,6,241,PA722260,PM723520,PAROLE_GENERIQUE,NORMAL,AVIS_COM_1_20,2220485,,M. Cédric Villani,rapporteur,722260.0,,"Avis défavorable. Monsieur Breton, à vous écouter, il ne faudrait rien changer, de peur qu’un changement en amène un autre, puis un autre et ainsi de suite."
CRSANR5L15S2021O1N013,,,20201008220000000,jeudi 08 octobre 2020,3,13,AN,15,session ordinaire 2020-2021,20200013,Présidence de Mme Annie Genevard,Article 1er,1,Article 1er,,,Article 1er,Article 1er,DISC_ARTICLES_2_4, (n[[o]] 3393), 1er,1,6,245,PA720242,-1,PAROLE_GENERIQUE,NORMAL,AVIS_GVT_1_20,2220486,,Mme Bérangère Abba,secrétaire d’État,720242.0,,"On ne peut nier l’importance de ces questions dans le débat public. L’Assemblée doit se réjouir que cette discussion ait lieu, même si les délais, très contraints, la rendent plus difficile.En tout cas, ces débats doivent avoir lieu, et le nier serait aller à rebours de l’histoire.J’en viens au choix d’organiser la réflexion dans le cadre d’un comité. Nous avons des solutions à imaginer ensemble, notamment pour les textes d’application prévus. Le comité sera indispensable pour organiser le suivi des mesures et la réflexion. Avis défavorable."
CRSANR5L15S2021O1N014,,,20201012160000000,lundi 12 octobre 2020,1,14,AN,15,session ordinaire 2020-2021,20200014,Présidence de M. Richard Ferrand,Présentation,1,Présentation,,,Présentation,Présentation,PRESENTATION_1_0,,,1,5,140,PA1874,PM722598,CHGT_PRES_1_1,Info Italiques,,2220568,,,,,,"(À dix-sept heures, M.
             
            Marc Le
             
            Fur remplace M.
             
            Richard Ferrand au fauteuil de la présidence.)"
CRSANR5L15S2021O1N016,,,20201013150000000,mardi 13 octobre 2020,1,16,AN,15,session ordinaire 2020-2021,20200016,Présidence de M. Richard Ferrand,Stratégie du Gouvernement dans les territoires ruraux > Suspension et reprise de la séance,2,Stratégie du Gouvernement dans les territoires ruraux,Suspension et reprise de la séance,,Suspension et reprise de la séance,Suspension et reprise de la séance,SUSP_SEAN_PRES_1,,,2,13,544,PA605991,PM722660,SUSP_SEAN_PRES_3,Info Italiques,,2222845,,,,,,"(La séance, suspendue à seize heures cinquante-cinq, est reprise à dix-sept heures dix, sous la présidence de Mme
             
            Annie Genevard.)"
CRSANR5L15S2021O1N021,,,20201015150000000,jeudi 15 octobre 2020,2,21,AN,15,session ordinaire 2020-2021,20200021,Présidence de M. David Habib,Après l’article 3 (suite),2,Après l’article 3 (suite),,,,Après l’article 3 (suite),DISC_ARTICLES_3_1,,Après_ 3,1,13,743,PA721824,PM723394,CHGT_PRES_1_1,Info Italiques,,2228225,,,,,,"(À dix-huit heures, M.
               
              Hugues Renson remplace M.
               
              David Habib au fauteuil de la présidence.)"
CRSANR5L15S2021O1N022,,,20201015213000000,jeudi 15 octobre 2020,3,22,AN,15,session ordinaire 2020-2021,20200022,Présidence de M. David Habib,Article 4 (précédemment réservé),2,Article 4 (précédemment réservé),,,,Article 4 (précédemment réservé),DISC_ARTICLES_3_1,, 4,1,11,677,PA1592,PM723060,FIN_SEAN_1_0,NORMAL,,2237950,president,M. le président,,1592.0,,La suite de la discussion budgétaire est renvoyée à la prochaine séance.
CRSANR5L15S2021O1N026,,,20201019160000000,lundi 19 octobre 2020,1,26,AN,15,session ordinaire 2020-2021,20200026,Présidence de M. David Habib,Article 31 et débat sur le prélèvement européen,1,Article 31 et débat sur le prélèvement européen,,,Article 31 et débat sur le prélèvement européen,Article 31 et débat sur le prélèvement européen,DISC_ARTICLES_2_4,, 31 et débat sur le prélèvement européen,1,4,135,PA342601,PM761932,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2236325,,M. Pascal Brindeau,rapporteur,342601.0,,"S’agissant du plan de relance, la proposition d’emprunter 750 milliards d’euros sur les marchés au nom de l’Union européenne afin de soutenir les régions et les secteurs les plus touchés par la crise, dans le respect des politiques européennes, constitue une étape majeure dans le renforcement de l’intégration européenne. Cet effort financier se traduit par un relèvement significatif du budget pluriannuel, que le Conseil européen a porté, le 21 juillet, à 1,8 % du RNB de l’Union, contre 1,02 % auparavant.Les objectifs principaux que les plans nationaux des États membres devront respecter pour bénéficier du plan de relance – la transition verte et le numérique – correspondent aux priorités françaises. Les critères retenus pour définir la répartition des fonds entre États membres, parmi lesquels le taux de chômage des dernières années et les conséquences de la crise sanitaire sur le PIB, devraient faire de la France le troisième bénéficiaire du plan de relance après l’Italie et l’Espagne : au titre du plan de relance, notre pays devrait bénéficier d’un montant total d’environ 45,8 milliards d’euros.Le nouveau cadre financier pluriannuel, complété par les fonds du plan de relance, traduit quant à lui l’équilibre entre préservation des politiques dites « traditionnelles » et nouvelles priorités, dont le pacte vert et les objectifs de neutralité climatique en 2050 sont sans doute les plus emblématiques.La baisse du budget de la PAC, proposée en 2018 par la Commission, était un sujet d’inquiétude majeur pour la France. Nous pouvons nous réjouir que, dans la position du Conseil, le budget de la PAC augmente désormais de 19,6 milliards d’euros, soit une hausse de 1,6 % par rapport au précédent CFP. Néanmoins, je suis opposé à la baisse des crédits du POSEI – programme d’options spécifiques à l’éloignement et à l’insularité –, destinés aux territoires ultramarins, car cette réduction fragilise la compétitivité économique et technologique des filières agricoles ultramarines.En ce qui concerne les nouvelles priorités, insistons sur le renforcement des objectifs climatiques : le Conseil a porté de 25 à 30 % la part des dépenses totales du CFP et du plan de relance consacrées au climat. Cet effort budgétaire est cohérent avec l’arsenal législatif annoncé par la Commission dans le cadre du pacte vert, dont la colonne vertébrale est la loi climat, qui accroît significativement les ambitions de la trajectoire de réduction des émissions de carbone de l’Union.Réjouissons-nous également que soit introduit pour la première fois un mécanisme de conditionnalité de l’accès aux crédits européens en fonction du respect de l’État de droit, même si ses modalités font encore l’objet d’âpres négociations entre les institutions européennes.Toutefois, nous avons deux regrets principaux.Premièrement, nous regrettons l’ambition moindre du Conseil par rapport à la Commission s’agissant de certains programmes, notamment le programme spatial, qui perd 1 milliard d’euros, et le Fonds européens de la défense, qui se voit privé de 4,4 milliards.Deuxièmement, alors que le Brexit semblait être l’occasion d’en finir avec les rabais dont bénéficiaient différents pays, ils ont au contraire été renforcés. C’était l’une des conditions imposées par les pays dits « frugaux » pour qu’ils acceptent le plan de relance proposé par la Commission. Lors de la poursuite de la réflexion sur les ressources propres, rendue impérative par les besoins de financement futurs de l’Union, il faudra remettre sur la table la suppression des rabais afin de dépasser la logique du juste retour, dont le plan de relance montre plus que jamais le caractère limité.À cet égard, si le Conseil européen ne s’est accordé que sur l’introduction, dès 2021, d’une nouvelle ressource propre assise sur la quantité de déchets d’emballages en plastique non recyclés, la reconnaissance de la nécessité de créer de nouvelles ressources propres est une étape significative dans un débat qui semblait bloqué. Ainsi, le Conseil a invité la Commission à formuler, au premier semestre 2021, des propositions visant à introduire un mécanisme d’ajustement carbone aux frontières ainsi qu’une ressource propre fondée sur le numérique, en vue d’une mise en œuvre le 1er janvier 2023 au plus tard. Ces deux types de ressource semblent en effet les plus mûrs, car ils correspondent aux priorités politiques de l’Union, même si les obstacles politiques et techniques restent nombreux.À terme, devraient être proposées une révision du système européen d’échange de quotas d’émissions carbone ainsi que la création d’autres ressources propres qui pourraient inclure une taxe sur les transactions financières. De la suite donnée à ces propositions dépendront non seulement l’évolution des contributions nationales au budget européen mais aussi la capacité de l’Europe à progresser sur le plan de l’équité fiscale, puisque ces taxes cibleraient des acteurs qui profitent du marché européen sans y contribuer suffisamment, ou qui ne sont pas soumis aux mêmes contraintes environnementales que les acteurs européens.De ce point de vue, l’Union souffre d’une grande faiblesse institutionnelle : la règle de l’unanimité en matière fiscale, qui risque de freiner les avancées en la matière.Alors que le Brexit et la crise ont accru les risques de fragmentation de l’Union, la décision d’emprunter en commun et d’accroître les ressources propres réaffirme un projet partagé, la volonté des États de s’engager solidairement et durablement. C’est la raison pour laquelle la commission des affaires étrangères a adopté l’article 31 du projet de loi de finances, en faveur duquel je vous invite à mon tour à voter."
CRSANR5L15S2021O1N026,,,20201019160000000,lundi 19 octobre 2020,1,26,AN,15,session ordinaire 2020-2021,20200026,Présidence de M. David Habib,Article 31 et débat sur le prélèvement européen,1,Article 31 et débat sur le prélèvement européen,,,Article 31 et débat sur le prélèvement européen,Article 31 et débat sur le prélèvement européen,DISC_ARTICLES_2_4,, 31 et débat sur le prélèvement européen,1,7,253,PA720230,PM722898,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2236661,,Mme Lise Magnier,,720230.0,,
CRSANR5L15S2021O1N029,,,20201020210000000,mardi 20 octobre 2020,2,29,AN,15,session ordinaire 2020-2021,20200029,Présidence de M. David Habib,Motion de rejet préalable,1,Motion de rejet préalable,,,Motion de rejet préalable,Motion de rejet préalable,MOTION_RP_1_1,,,1,3,74,PA1874,PM722598,CHGT_PRES_1_1,Info Italiques,,2241146,,,,,,"(À vingt et une heures trente-cinq, M.
           
          Marc Le
           
          Fur remplace M.
           
          David Habib au fauteuil de la présidence.)"
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_1, (n[[o]] 3397), 26,1,6,302,PA720968,PM723126,PAROLE_GENERIQUE,NORMAL,,2247825,,Mme Justine Benin,,720968.0,,"Il est vrai que nous avons déjà eu ce débat en commission, mais je tenais à le poursuivre en séance en présence de M. le ministre. Au cours des échanges que j’ai eus avec son cabinet, il m’a été indiqué que l’amendement, au regard de la mission d’intérêt général spécifique aux outre-mer, ne relevait pas de la loi mais du domaine réglementaire ; nous avions donc rendez-vous pour en parler. Il m’a toutefois semblé intéressant de porter en séance le débat sur les hôpitaux ultramarins en général et guadeloupéens en particulier."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_9_1, (n[[o]] 3397), 26,1,6,310,PA719980,PM722822,PAROLE_GENERIQUE,NORMAL,,2247833,,M. Julien Borowczyk,,719980.0,,"Cet amendement vise à préciser que les fonds réservés au numérique en santé devront être principalement alloués aux projets permettant la promotion du développement d’un système de santé commun, interdisciplinaire et favorisant le lien entre la médecine de ville et l’hôpital, ainsi que l’interopérabilité des logiciels et données de santé. L’objectif est de faire travailler les gens ensemble et d’éviter la multiplication des expérimentations locales. Il faut impérativement utiliser ces fonds pour aboutir à la numérisation totale du système de santé."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_9_1, (n[[o]] 3397), 26,1,6,327,PA642847,PM722954,PAROLE_GENERIQUE,NORMAL,,2247850,,M. Thibault Bazin,,642847.0,,"Je vous propose donc que nous puissions avoir un droit de regard sur la répartition des aides à l’investissement décidées suite au Ségur de la santé, qui atteignent 19 milliards d’euros, dont 13 milliards consacrés au désendettement des établissements de santé, et que nous soyons associés aux critères définis dans chaque ARS, d’autant plus que certaines d’entre elles couvrent des territoires très importants – je pense à celle de ma région, qui couvre tout à la fois l’Alsace, la Lorraine et la Champagne-Ardenne. C’est dire la nécessité du regard affiné que les élus de terrain peuvent apporter. Je compte sur votre soutien à tous."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_1, (n[[o]] 3397), 26,1,6,330,PA2377,PM723550,PAROLE_GENERIQUE,NORMAL,,2247853,,M. Bernard Perrut,,2377.0,,"Comme cela a été dit, il faut prévoir une procédure spécifique d’attribution de ces aides afin que tous les acteurs éligibles puissent déposer des dossiers de demande à des périodes déterminées et en toute transparence, compte tenu de l’importance des enjeux. Il faut leur garantir la visibilité du dispositif. C’est naturellement aux directeurs généraux des ARS qu’il appartiendra de retenir les projets régionaux de santé en fonction d’objectifs et de critères qu’ils auront eux-mêmes définis. Il faut cependant que la procédure soit claire et simple, et que chacun y soit associé."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_1, (n[[o]] 3397), 26,1,6,332,PA1874,PM722598,DISC_ARTICLES_3_1,NORMAL,,2247855,president,M. le président,,1874.0,,"Toujours dans cette série d’amendements identiques, la parole est à M. Thibault Bazin, pour soutenir l’amendement no 761."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,335,PA1874,PM722598,DISC_ARTICLES_3_40,NORMAL,,2247858,president,M. le président,,1874.0,,Nous en venons à la deuxième série d’amendements identiques en discussion commune. Les amendements nos 14 de Mme Emmanuelle Anthoine et 352 de Mme Émilie Bonnivard sont défendus.
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_1, (n[[o]] 3397), 26,1,6,336,PA1874,PM722598,DISC_ARTICLES_3_1,NORMAL,,2247859,president,M. le président,,1874.0,,"La parole est à M. David Lorion, pour soutenir l’amendement no 539."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_1, (n[[o]] 3397), 26,1,6,338,PA721054,PM723156,PAROLE_GENERIQUE,NORMAL,,2247861,,M. David Lorion,,721054.0,,"Je profite également de cet amendement pour évoquer les coefficients géographiques dans les CHU d’outre-mer, abordés par Mme Benin. Les établissements sont en déficit chronique, et ce déficit perdurera malgré les aides importantes décidées suite au Ségur de la santé si vous ne modifiez pas préalablement le coefficient géographique qui permet d’établir le tarif réel à l’acte, monsieur le ministre. Dans les outre-mer, en effet, le fonctionnement de l’hôpital coûte plus cher et le tarif est différent – il s’élève à 31 % à La Réunion, par exemple. Or ce tarif n’y a pas évolué depuis 2006 ; en 2013, il a gagné un point, mais nous sommes en 2020. De ce fait, le tarif à l’acte en outre-mer ne correspond pas au tarif réel. On aura beau investir et financer les hôpitaux, l’équilibre budgétaire ne pourra pas être atteint tant que le coefficient géographique ne sera pas modifié."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,340,PA1874,PM722598,PAROLE_GENERIQUE,NORMAL,AVIS_COM_1_10,2247863,,M. le président,,1874.0,,Quel est l’avis de la commission ?
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,342,PA719072,PM722552,PAROLE_GENERIQUE,NORMAL,AVIS_COM_1_20,2247865,,M. Thomas Mesnier,rapporteur général,719072.0,,"D’autre part, vous proposez que les modalités d’attribution des financements soient transparentes – on ne saurait aller que dans ce sens – et renvoyez cela à un décret. Le fait de fixer dans un décret national les différents critères de financement des projets ne répond pas à l’impératif de souplesse attendu suite au Ségur, dont l’objet était précisément d’améliorer la concertation et d’associer les élus aux décisions."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,343,PA719072,PM722552,PAROLE_GENERIQUE,NORMAL,AVIS_COM_1_20,2247866,,M. Thomas Mesnier,rapporteur général,719072.0,,"Quant à votre proposition de mettre les parlementaires dans la boucle, monsieur Bazin, je rappelle que depuis l’entrée en vigueur de la loi relative à l’organisation et à la transformation du système de santé, les parlementaires sont membres de droit des conseils territoriaux de santé, qui sont les véritables organes de la démocratie sanitaire dans les territoires. Hier, nous avons adopté en commission, à l’initiative de M. Vigier, un amendement à l’article 27 – relatif à la reprise de dette – afin que les conseils territoriaux de santé se saisissent précisément des questions relatives à la reprise de dette et au financement des hôpitaux. Je vous encourage à vous pencher sur cet amendement et à retourner dans vos conseils territoriaux de santé – j’y étais la semaine dernière en Charente, et je peux vous assurer qu’on y parle du financement des hôpitaux et des nombreuses retombées du Ségur sur le territoire."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,348,PA642788,-1,PAROLE_GENERIQUE,NORMAL,AVIS_GVT_1_20,2247871,,M. Olivier Véran,ministre,642788.0,,"Nous remplaçons le FMESPP par le FMIS, c’est-à-dire le fonds pour la modernisation des établissements de santé publics et privés par le fonds pour la modernisation et l’investissement en santé. Il ne s’agit pas d’un simple changement de sigle ; nous voulons aller vite et fort en associant les élus. Nous ne voulons plus que les décisions tombent en cathédrale pour être découvertes a posteriori dans les territoires – je résume, je caricature même, mais cela pouvait arriver."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,349,PA642788,-1,PAROLE_GENERIQUE,NORMAL,AVIS_GVT_1_20,2247872,,M. Olivier Véran,ministre,642788.0,,"Nous voulons désormais des décisions territorialisées et associant tous les acteurs, où chacun peut se retrouver. Mais encore une fois, nous voulons aller vite et fort. Si nous nous mettons à ajouter d’innombrables étapes de consultation d’un comité Théodule où siégeraient trois parlementaires, un bout de suppléant et un élu local se réunissant trois fois avant de décider… Pardon, mais il y a urgence pour l’hôpital ! Il y a des projets dans les tuyaux, des murs à construire, des pierres à poser : tous ces projets sont connus et identifiés, ont donné lieu à une concertation et à une consultation. Nous voulons que cet investissement associe les élus au plus près des territoires, c’est important, mais gardons-nous de créer de trop nombreuses commissions de réflexion avant d’aboutir aux décisions. On connaît la longueur des procédures prévues par le code des marchés publics pour les hôpitaux ; si nous voulons répondre à leur demande, il faut aller vite et fort."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,350,PA642788,-1,PAROLE_GENERIQUE,NORMAL,AVIS_GVT_1_20,2247873,,M. Olivier Véran,ministre,642788.0,,"D’autre part, oui, nous voulons associer les élus locaux et même leur permettre, s’ils le souhaitent, de co-investir et, ainsi, d’orienter les projets. Cela peut avoir du sens ; c’est du reste ce que demandent certains élus. Ce ne sera pas obligatoire, mais pourquoi ne pas le permettre à ceux qui le souhaitent ?"
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,351,PA642788,-1,PAROLE_GENERIQUE,NORMAL,AVIS_GVT_1_20,2247874,,M. Olivier Véran,ministre,642788.0,,"Évitons par ailleurs de revenir à un mode de financement selon le PPE – le poids politique de l’élu. À l’époque pas si lointaine de la dotation globale, les dotations affectées aux hôpitaux dépendaient clairement du poids que faisait peser l’élu du territoire dans la balance, mais celle-ci n’était pas forcément équitable."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,352,PA642788,-1,PAROLE_GENERIQUE,NORMAL,AVIS_GVT_1_20,2247875,,M. Olivier Véran,ministre,642788.0,,"Nous voulons un dispositif équitable, clair, transparent, qui associe les élus et qui aille vite, fort et loin. C’est ce que nous ferons grâce à cet article. Avis défavorable à tous les amendements."
CRSANR5L15S2021O1N034,,,20201022210000000,jeudi 22 octobre 2020,3,34,AN,15,session ordinaire 2020-2021,20200034,Présidence de M. Marc Le Fur,Article 26,2,Article 26,,,,Article 26,DISC_ARTICLES_3_40, (n[[o]] 3397), 26,1,6,357,PA642847,PM722954,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2247880,,M. Thibault Bazin,,642847.0,,"Lors de la crise de la covid-19, tout s’est très bien passé avec les préfets : dans bon nombre de départements, il n’a jamais été question de comité Théodule. Simplement, nous avions la possibilité de faire connaître les problèmes et de leur apporter une solution au plus près du terrain."
CRSANR5L15S2021O1N035,,,20201023090000000,vendredi 23 octobre 2020,1,35,AN,15,session ordinaire 2020-2021,20200035,Présidence de M. Richard Ferrand,Article 30,2,Article 30,,,,Article 30,DISC_ARTICLES_3_1,, 30,1,5,280,PA719072,PM722552,PAROLE_GENERIQUE,NORMAL,PAROLE_1_2,2248409,,M. Thomas Mesnier,,719072.0,,"Pour le moment, et dans l’attente de données scientifiques complémentaires, maintenir ce critère de contiguïté me semble donc essentiel. Avis défavorable."
CRSANR5L15S2021O1N035,,,20201023090000000,vendredi 23 octobre 2020,1,35,AN,15,session ordinaire 2020-2021,20200035,Présidence de M. Richard Ferrand,Article 33,2,Article 33,,,,Article 33,DISC_ARTICLES_3_9_1,, 33,1,13,655,PA642847,PM722954,PAROLE_GENERIQUE,NORMAL,,2248337,,M. Thibault Bazin,,642847.0,,"Que le budget du PLFSS soit entaché d’insincérité est une chose, mais, en tout état de cause, il me semble essentiel de faire en sorte qu’il préserve l’équité à l’égard des uns et des autres.Au sujet de la représentativité, j’appelle votre attention que le fait que, les élections aux URPS ayant lieu au printemps, il n’est pas nécessaire de reporter l’échéance conventionnelle des médecins libéraux à 2023 – même si, comme l’a dit le rapporteur général en commission, nous avons besoin de plusieurs mois pour mener les négociations. La solution proposée par l’amendement no 1644, à savoir une échéance conventionnelle fixée au 31 décembre 2021, me semble idéale. N’attendons pas que le Sénat propose cette solution si nous sommes d’ores et déjà d’accord pour gagner quelques mois : l’adoption de cette mesure reviendrait à adresser aux médecins libéraux un message particulièrement attendu."
